,X,lookup,x,y,state,County,address,prcp,tmax,ndvi,year,location,PHDI_average,palmer_z_average,bioclim1,bioclim2,bioclim3,bioclim4,bioclim5,bioclim6,bioclim7,bioclim8,bioclim9,bioclim10,bioclim11,bioclim12,bioclim13,bioclim14,bioclim15,bioclim16,bioclim17,bioclim18,bioclim19,landcover,dtw,landcover_1,landcover_2,landcover_5,landcover_6,landcover_7,landcover_8,landcover_11,landcover_14,landcover_15,landcover_18,county_id
848,848,801 2019,-86.66,30.8,florida,Okaloosa,"McCanley Road, Okaloosa County, Florida, 32531, United States",0.250008932,0.160657488,0.825208663,0,801,0.398630421,0.190662494,0.060532237,0.769347993,0.360160242,0.979152921,0.516812953,0.049389202,0.927064529,0.250497011,0.171570782,0.146658995,0.042397191,0.884430177,0.357894737,0.764705882,0.081424552,0.382239382,0.9,0.477732794,0.89347079,2,0.132981177,0,1,0,0,0,0,0,0,0,0,46
849,849,801 2019,-85.46,30.9,florida,Jackson,"4604, Peanut Road, Cottondale, Jackson County, Florida, 32440, United States",0.138973241,0.430315474,0.797865821,0,801,0.398630421,0.190662494,0.0676604,0.855396278,0.425142547,0.994157195,0.677317213,0.021257382,0.976109632,0.280401057,0.681293298,0.174742966,0.03107529,0.563402889,0.126315789,0.588235294,0.079143071,0.088803089,0.685714286,0.170040486,0.872852234,6,0.376127569,0,0,0,1,0,0,0,0,0,0,31
850,850,801 2019,-86.56,30.8,florida,Okaloosa,"Pointer Lane, Okaloosa County, Florida, 32536, United States",0.241148941,0.29406558,0.86594823,0,801,0.398630421,0.190662494,0.060532237,0.769347993,0.360160242,0.979152921,0.516812953,0.049389202,0.927064529,0.250497011,0.171570782,0.146658995,0.042397191,0.884430177,0.357894737,0.764705882,0.081424552,0.382239382,0.9,0.477732794,0.89347079,6,0.044327059,0,0,0,1,0,0,0,0,0,0,46
851,851,801 2019,-86.51,30.8,florida,Okaloosa,"Fawn Lane, Okaloosa County, Florida, United States",0.216676789,0.221011112,0.866381405,0,801,0.398630421,0.190662494,0.060532237,0.769347993,0.360160242,0.979152921,0.516812953,0.049389202,0.927064529,0.250497011,0.171570782,0.146658995,0.042397191,0.884430177,0.357894737,0.764705882,0.081424552,0.382239382,0.9,0.477732794,0.89347079,6,0.094031892,0,0,0,1,0,0,0,0,0,0,46
852,852,801 2019,-86.46,30.8,florida,Okaloosa,"Stephanie Road, Okaloosa County, Florida, 32539, United States",0.198063664,0.049012683,0.970871632,0,801,0.398630421,0.190662494,0.045199002,0.808870123,0.391673225,0.986169601,0.535659626,0.02888267,0.948532289,0.208382958,0.16083415,0.107108165,0.028619448,0.887640449,0.347368421,0.764705882,0.076830893,0.374517375,0.914285714,0.469635628,0.907216495,6,0.159823484,0,0,0,1,0,0,0,0,0,0,46
853,853,801 2019,-86.41,30.8,florida,Okaloosa,"O B Gatlin Road, Dorcas, Okaloosa County, Florida, 32539, United States",0.180915294,0.120849874,0.929593238,0,801,0.398630421,0.190662494,0.045199002,0.808870123,0.391673225,0.986169601,0.535659626,0.02888267,0.948532289,0.208382958,0.16083415,0.107108165,0.028619448,0.887640449,0.347368421,0.764705882,0.076830893,0.374517375,0.914285714,0.469635628,0.907216495,5,0.228187503,0,0,1,0,0,0,0,0,0,0,46
854,854,801 2019,-86.36,30.8,florida,Walton,"353, Heartland Acres Road, Walton County, Florida, 32539, United States",0.17748562,0.316710496,0.927163233,0,801,0.398630421,0.190662494,0.045199002,0.808870123,0.391673225,0.986169601,0.535659626,0.02888267,0.948532289,0.208382958,0.16083415,0.107108165,0.028619448,0.887640449,0.347368421,0.764705882,0.076830893,0.374517375,0.914285714,0.469635628,0.907216495,2,0.272169587,0,1,0,0,0,0,0,0,0,0,66
855,855,801 2019,-86.31,30.8,florida,Walton,"4083, County Highway 1087, New Harmony, DeFuniak Springs, Walton County, Florida, 32433, United States",0.17748562,0.084783594,0.900993133,0,801,0.398630421,0.190662494,0.042427542,0.832525419,0.413383305,0.982765912,0.542778451,0.018988154,0.958603297,0.184005576,0.158209923,0.084214484,0.026846236,0.892455859,0.357894737,0.764705882,0.088662316,0.38996139,0.9,0.48582996,0.907216495,6,0.266700116,0,0,0,1,0,0,0,0,0,0,66
856,856,801 2019,-86.26,30.8,florida,Walton,"Williams Road, Walton County, Florida, 32433, United States",0.185773999,0.172821299,0.835742208,0,801,0.398630421,0.190662494,0.042427542,0.832525419,0.413383305,0.982765912,0.542778451,0.018988154,0.958603297,0.184005576,0.158209923,0.084214484,0.026846236,0.892455859,0.357894737,0.764705882,0.088662316,0.38996139,0.9,0.48582996,0.907216495,2,0.27929565,0,1,0,0,0,0,0,0,0,0,66
857,857,801 2019,-86.21,30.8,florida,Walton,"1737, Dr Nelson Road, Walton County, Florida, 32433, United States",0.196134472,0.058415246,0.926666667,0,801,0.398630421,0.190662494,0.042427542,0.832525419,0.413383305,0.982765912,0.542778451,0.018988154,0.958603297,0.184005576,0.158209923,0.084214484,0.026846236,0.892455859,0.357894737,0.764705882,0.088662316,0.38996139,0.9,0.48582996,0.907216495,2,0.252703117,0,1,0,0,0,0,0,0,0,0,66
858,858,801 2019,-86.16,30.8,florida,Walton,"Walton County, Florida, United States",0.184202065,0.140478452,0.960655045,0,801,0.398630421,0.190662494,0.042811292,0.832339585,0.418516631,0.973176924,0.539113598,0.023493241,0.953956275,0.168496994,0.160608145,0.069649814,0.031433755,0.879614767,0.357894737,0.75,0.096799585,0.38996139,0.876190476,0.48582996,0.900343643,5,0.182765147,0,0,1,0,0,0,0,0,0,0,66
859,859,801 2019,-86.11,30.8,florida,Walton,"North Shore Line Circle, Walton County, Florida, United States",0.166696438,0.010865398,0.726001057,0,801,0.398630421,0.190662494,0.042811292,0.832339585,0.418516631,0.973176924,0.539113598,0.023493241,0.953956275,0.168496994,0.160608145,0.069649814,0.031433755,0.879614767,0.357894737,0.75,0.096799585,0.38996139,0.876190476,0.48582996,0.900343643,5,0.11301227,0,0,1,0,0,0,0,0,0,0,66
860,860,801 2019,-87.31,30.95,florida,Escambia,"Crary Road, Escambia County, Florida, 32535, United States",0.189846737,0.110256887,0.928357105,0,801,0.398630421,0.190662494,0.047585242,0.84110804,0.421408625,0.985775852,0.640986603,0.030834872,0.9620772,0.232112488,0.148031282,0.129393424,0.030743532,0.969502408,0.357894737,0.779411765,0.045309568,0.370656371,0.966666667,0.465587045,0.969072165,5,0.674004558,0,0,1,0,0,0,0,0,0,0,16
861,861,801 2019,-86.01,30.8,florida,Holmes,"Holmes County, Florida, United States",0.169304419,0.15420861,0.973639725,0,801,0.398630421,0.190662494,0.042811292,0.832339585,0.418516631,0.973176924,0.539113598,0.023493241,0.953956275,0.168496994,0.160608145,0.069649814,0.031433755,0.879614767,0.357894737,0.75,0.096799585,0.38996139,0.876190476,0.48582996,0.900343643,14,0.031343964,0,0,0,0,0,0,0,1,0,0,29
862,862,801 2019,-85.96,30.8,florida,Holmes,"Samson Highway, Hobbs Crossroads, Holmes County, Florida, United States",0.168554178,0.346462156,0.899947174,0,801,0.398630421,0.190662494,0.055852901,0.823629023,0.410427496,0.969623244,0.571047663,0.032536801,0.950345438,0.209821392,0.171427854,0.10845905,0.041032021,0.784911717,0.315789474,0.720588235,0.102229264,0.328185328,0.819047619,0.421052632,0.87628866,14,0.099118317,0,0,0,0,0,0,0,1,0,0,29
863,863,801 2019,-85.91,30.8,florida,Holmes,"Bounds Crossing, Holmes County, Florida, United States",0.16676789,0.235980923,0.862356049,0,801,0.398630421,0.190662494,0.055852901,0.823629023,0.410427496,0.969623244,0.571047663,0.032536801,0.950345438,0.209821392,0.171427854,0.10845905,0.041032021,0.784911717,0.315789474,0.720588235,0.102229264,0.328185328,0.819047619,0.421052632,0.87628866,2,0.168792412,0,1,0,0,0,0,0,0,0,0,29
864,864,801 2019,-85.86,30.8,florida,Holmes,"CR 179A, Holmes County, Florida, United States",0.157121932,0.049943541,0.889698891,0,801,0.398630421,0.190662494,0.055852901,0.823629023,0.410427496,0.969623244,0.571047663,0.032536801,0.950345438,0.209821392,0.171427854,0.10845905,0.041032021,0.784911717,0.315789474,0.720588235,0.102229264,0.328185328,0.819047619,0.421052632,0.87628866,14,0.226024539,0,0,0,0,0,0,0,1,0,0,29
865,865,801 2019,-87.06,30.95,florida,Santa Rosa,"4737, Market Road, Santa Rosa County, Florida, 32565, United States",0.155728627,0.220572535,0.919524564,0,801,0.398630421,0.190662494,0.030976173,0.868323353,0.449428264,0.983422617,0.602457721,0.015233901,0.970716102,0.168193922,0.136736447,0.069365188,0.021640939,0.967897271,0.357894737,0.75,0.055830867,0.382239382,0.952380952,0.477732794,0.962199313,14,0.493007775,0,0,0,0,0,0,0,1,0,0,55
866,866,801 2019,-87.01,30.95,florida,Santa Rosa,"C36, Santa Rosa County, Florida, United States",0.160462292,0.095148342,0.89473851,0,801,0.398630421,0.190662494,0.030976173,0.868323353,0.449428264,0.983422617,0.602457721,0.015233901,0.970716102,0.168193922,0.136736447,0.069365188,0.021640939,0.967897271,0.357894737,0.75,0.055830867,0.382239382,0.952380952,0.477732794,0.962199313,14,0.479880082,0,0,0,0,0,0,0,1,0,0,55
867,867,801 2019,-86.96,30.95,florida,Santa Rosa,"C44, Santa Rosa County, Florida, United States",0.171912401,0.178813699,0.905451664,0,801,0.398630421,0.190662494,0.017936326,0.844265011,0.421717912,0.983568494,0.572094079,0.015968059,0.965627127,0.140637527,0.127701655,0.043485981,0.016100131,0.921348315,0.326315789,0.720588235,0.057999237,0.343629344,0.90952381,0.437246964,0.93814433,14,0.476799288,0,0,0,0,0,0,0,1,0,0,55
868,868,801 2019,-86.81,30.75,florida,Santa Rosa,"F85, Santa Rosa County, Florida, 32564, United States",0.199135437,0.270333171,0.92372953,0,801,0.398630421,0.190662494,0.057842757,0.755827287,0.350476811,0.973471421,0.481110193,0.052959903,0.918608476,0.234703893,0.16847618,0.131827107,0.042736629,0.889245586,0.389473684,0.764705882,0.087599222,0.397683398,0.89047619,0.493927126,0.883161512,14,0.354616473,0,0,0,0,0,0,0,1,0,0,55
869,869,801 2019,-86.86,30.95,florida,Santa Rosa,"S30, Santa Rosa County, Florida, United States",0.208745668,0.239489542,0.927437929,0,801,0.398630421,0.190662494,0.017936326,0.844265011,0.421717912,0.983568494,0.572094079,0.015968059,0.965627127,0.140637527,0.127701655,0.043485981,0.016100131,0.921348315,0.326315789,0.720588235,0.057999237,0.343629344,0.90952381,0.437246964,0.93814433,14,0.4399335,0,0,0,0,0,0,0,1,0,0,55
870,870,801 2019,-86.81,30.95,florida,Santa Rosa,"S82, Santa Rosa County, Florida, United States",0.235093423,0.318567737,0.911938722,0,801,0.398630421,0.190662494,0.018091766,0.833671801,0.41308961,0.984345706,0.554923269,0.019121628,0.960248824,0.140516113,0.1297263,0.043371957,0.015364085,0.887640449,0.305263158,0.720588235,0.054559664,0.316602317,0.90952381,0.408906883,0.931271478,14,0.376127569,0,0,0,0,0,0,0,1,0,0,55
871,871,801 2019,-85.51,30.8,florida,Washington,"Please Circle, Washington County, Florida, United States",0.168482727,0.143552969,0.866951928,0,801,0.398630421,0.190662494,0.065227733,0.843980183,0.424640907,0.97613921,0.62297866,0.02721411,0.962762914,0.246709999,0.177691057,0.143102476,0.04121889,0.667736758,0.284210526,0.661764706,0.113097483,0.250965251,0.747619048,0.340080972,0.859106529,5,0.261867518,0,0,1,0,0,0,0,0,0,0,67
872,872,801 2019,-85.46,30.8,florida,Washington,"Woodrest Road, Jackson County, Florida, 32428, United States",0.171555143,0.176414949,0.812889593,0,801,0.398630421,0.190662494,0.066943147,0.85397468,0.436217949,0.97122018,0.641929177,0.027948284,0.964850162,0.240515093,0.180628903,0.137284616,0.043312426,0.645264848,0.273684211,0.617647059,0.114035626,0.227799228,0.733333333,0.315789474,0.862542955,14,0.31500294,0,0,0,0,0,0,0,1,0,0,67
873,873,801 2019,-85.41,30.8,florida,Jackson,"2569, North Road, Jackson County, Florida, 32431, United States",0.17352006,0.288341697,0.864733228,0,801,0.398630421,0.190662494,0.066943147,0.85397468,0.436217949,0.97122018,0.641929177,0.027948284,0.964850162,0.240515093,0.180628903,0.137284616,0.043312426,0.645264848,0.273684211,0.617647059,0.114035626,0.227799228,0.733333333,0.315789474,0.862542955,2,0.297354952,0,1,0,0,0,0,0,0,0,0,31
874,874,801 2019,-85.36,30.8,florida,Jackson,"2848, Buttercup Lane, Cottondale, Jackson County, Florida, 32431, United States",0.169625951,0.195246926,0.869994717,0,801,0.398630421,0.190662494,0.066943147,0.85397468,0.436217949,0.97122018,0.641929177,0.027948284,0.964850162,0.240515093,0.180628903,0.137284616,0.043312426,0.645264848,0.273684211,0.617647059,0.114035626,0.227799228,0.733333333,0.315789474,0.862542955,14,0.295698366,0,0,0,0,0,0,0,1,0,0,31
875,875,801 2019,-85.31,30.8,florida,Jackson,"Skyview Road, Jackson County, Florida, 32446, United States",0.164267086,0.200724669,0.896851558,0,801,0.398630421,0.190662494,0.08244328,0.860035171,0.443208446,0.970982594,0.704329128,0.036491282,0.966129991,0.291070679,0.193450138,0.184763195,0.052457002,0.621187801,0.221052632,0.588235294,0.107266118,0.189189189,0.7,0.275303644,0.852233677,14,0.310289414,0,0,0,0,0,0,0,1,0,0,31
876,876,801 2019,-85.26,30.8,florida,Jackson,"3296, Valley View Road, Marianna, Jackson County, Florida, 32446, United States",0.161480476,0.290127334,0.930480718,0,801,0.398630421,0.190662494,0.08244328,0.860035171,0.443208446,0.970982594,0.704329128,0.036491282,0.966129991,0.291070679,0.193450138,0.184763195,0.052457002,0.621187801,0.221052632,0.588235294,0.107266118,0.189189189,0.7,0.275303644,0.852233677,2,0.339036809,0,1,0,0,0,0,0,0,0,0,31
877,877,801 2019,-86.46,30.95,florida,Okaloosa,"Buck Tyner Road, Laurel Hill, Okaloosa County, Florida, United States",0.199421243,0.151666651,0.967606973,0,801,0.398630421,0.190662494,0,0.845773449,0.415982148,0.99361157,0.521420379,0.000450517,0.97242254,0.094333292,0.118399163,0,0,0.841091493,0.242105263,0.735294118,0.048005887,0.274131274,0.90952381,0.36437247,0.927835052,14,0.204097107,0,0,0,0,0,0,0,1,0,0,46
878,878,801 2019,-86.41,30.95,florida,Okaloosa,"Robinson Road, Svea, Okaloosa County, Florida, 32567, United States",0.191561573,0.214401124,0.877791865,0,801,0.398630421,0.190662494,0,0.845773449,0.415982148,0.99361157,0.521420379,0.000450517,0.97242254,0.094333292,0.118399163,0,0,0.841091493,0.242105263,0.735294118,0.048005887,0.274131274,0.90952381,0.36437247,0.927835052,14,0.138055841,0,0,0,0,0,0,0,1,0,0,46
879,879,801 2019,-87.61,30.85,florida,Escambia,"Escambia County, Florida, United States",0.283984138,0.182210436,0.925419968,0,801,0.398630421,0.190662494,0.026696454,0.806765512,0.385827234,0.991641798,0.547280437,0.027998329,0.951030919,0.178094279,0.132793245,0.078662971,0.014845546,0.983948636,0.4,0.75,0.034437025,0.33976834,1,0.433198381,1,14,0.258468949,0,0,0,0,0,0,0,1,0,0,16
880,880,801 2019,-87.56,30.85,florida,Escambia,"Escambia County, Florida, United States",0.267728913,0.22968868,0.961658743,0,801,0.398630421,0.190662494,0.026696454,0.806765512,0.385827234,0.991641798,0.547280437,0.027998329,0.951030919,0.178094279,0.132793245,0.078662971,0.014845546,0.983948636,0.4,0.75,0.034437025,0.33976834,1,0.433198381,1,14,0.308702245,0,0,0,0,0,0,0,1,0,0,16
881,881,801 2019,-87.51,30.85,florida,Escambia,"Corley Road, Walnut Hill, Escambia County, Florida, 32568, United States",0.251473688,0.092682463,0.786856841,0,801,0.398630421,0.190662494,0.026696454,0.806765512,0.385827234,0.991641798,0.547280437,0.027998329,0.951030919,0.178094279,0.132793245,0.078662971,0.014845546,0.983948636,0.4,0.75,0.034437025,0.33976834,1,0.433198381,1,5,0.365530293,0,0,1,0,0,0,0,0,0,0,16
882,882,801 2019,-87.46,30.85,florida,Escambia,"CR 99, McKinnon, Escambia County, Florida, 32568, United States",0.236361688,0.100643986,0.875594295,0,801,0.398630421,0.190662494,0.032748003,0.838115138,0.413072568,0.994281302,0.597537168,0.019989277,0.965657815,0.195648366,0.138724251,0.09514865,0.016172487,0.980738363,0.378947368,0.779411765,0.035728965,0.359073359,0.99047619,0.453441296,0.979381443,2,0.426324003,0,1,0,0,0,0,0,0,0,0,16
883,883,801 2019,-87.41,30.85,florida,Escambia,"Escambia County, Florida, United States",0.221535494,0.004868523,0.898119387,0,801,0.398630421,0.190662494,0.032748003,0.838115138,0.413072568,0.994281302,0.597537168,0.019989277,0.965657815,0.195648366,0.138724251,0.09514865,0.016172487,0.980738363,0.378947368,0.779411765,0.035728965,0.359073359,0.99047619,0.453441296,0.979381443,14,0.48960837,0,0,0,0,0,0,0,1,0,0,16
884,884,801 2019,-87.36,30.85,florida,Escambia,"Escambia County, Florida, United States",0.211210746,0.229518619,0.905472795,0,801,0.398630421,0.190662494,0.032748003,0.838115138,0.413072568,0.994281302,0.597537168,0.019989277,0.965657815,0.195648366,0.138724251,0.09514865,0.016172487,0.980738363,0.378947368,0.779411765,0.035728965,0.359073359,0.99047619,0.453441296,0.979381443,5,0.554531332,0,0,1,0,0,0,0,0,0,0,16
885,885,801 2019,-87.31,30.85,florida,Escambia,"Mystic Springs Road, McDavid, Escambia County, Florida, 32568, United States",0.202011361,0.153778983,0.958954041,0,801,0.398630421,0.190662494,0.047585242,0.84110804,0.421408625,0.985775852,0.640986603,0.030834872,0.9620772,0.232112488,0.148031282,0.129393424,0.030743532,0.969502408,0.357894737,0.779411765,0.045309568,0.370656371,0.966666667,0.465587045,0.969072165,14,0.620578827,0,0,0,0,0,0,0,1,0,0,16
886,886,801 2019,-86.01,30.95,florida,Holmes,"1317, Morrison Road, Holmes County, Florida, 32464, United States",0.165303133,0.200711243,0.896904385,0,801,0.398630421,0.190662494,0.012613197,0.845454814,0.413681896,0.990574031,0.543511741,0.002202491,0.974037612,0.116158195,0.127738496,0.020496555,0.005567516,0.749598716,0.178947368,0.735294118,0.048908228,0.212355212,0.842857143,0.299595142,0.886597938,14,0.198236635,0,0,0,0,0,0,0,1,0,0,29
887,887,801 2019,-87.21,30.85,florida,Santa Rosa,"11217, Chumuckla Highway, New York, Santa Rosa County, Florida, 32565, United States",0.209817442,0.223767884,0.812752245,0,801,0.398630421,0.190662494,0.047585242,0.84110804,0.421408625,0.985775852,0.640986603,0.030834872,0.9620772,0.232112488,0.148031282,0.129393424,0.030743532,0.969502408,0.357894737,0.779411765,0.045309568,0.370656371,0.966666667,0.465587045,0.969072165,5,0.702552423,0,0,1,0,0,0,0,0,0,0,55
888,888,801 2019,-87.16,30.85,florida,Santa Rosa,"Transfer Station Road, Santa Rosa County, Florida, United States",0.195955843,0.188887554,0.698214474,0,801,0.398630421,0.190662494,0.030976173,0.868323353,0.449428264,0.983422617,0.602457721,0.015233901,0.970716102,0.168193922,0.136736447,0.069365188,0.021640939,0.967897271,0.357894737,0.75,0.055830867,0.382239382,0.952380952,0.477732794,0.962199313,5,0.671814567,0,0,1,0,0,0,0,0,0,0,55
889,889,801 2019,-85.86,30.95,florida,Holmes,"Holmes County, Florida, United States",0.148476296,0.408704348,0.854389857,0,801,0.398630421,0.190662494,0.031712819,0.844098401,0.408180181,0.99281173,0.58664805,0.005623025,0.9771915,0.180341832,0.141597599,0.08077373,0.014982752,0.669341894,0.136842105,0.720588235,0.058844153,0.158301158,0.776190476,0.24291498,0.865979381,14,0.308702245,0,0,0,0,0,0,0,1,0,0,29
890,890,801 2019,-87.06,30.85,florida,Santa Rosa,"Santa Rosa County, Florida, United States",0.169268694,0.272060629,0.809381933,0,801,0.398630421,0.190662494,0.030976173,0.868323353,0.449428264,0.983422617,0.602457721,0.015233901,0.970716102,0.168193922,0.136736447,0.069365188,0.021640939,0.967897271,0.357894737,0.75,0.055830867,0.382239382,0.952380952,0.477732794,0.962199313,5,0.629537881,0,0,1,0,0,0,0,0,0,0,55
891,891,801 2019,-85.76,30.95,florida,Holmes,"CR 177A, Smith Crossroads, Holmes County, Florida, 36314, United States",0.133685828,0.164049751,0.954949815,0,801,0.398630421,0.190662494,0.040818203,0.840212567,0.404095819,0.995545686,0.600363291,0.009076929,0.976033494,0.21006422,0.148224985,0.108687099,0.017396611,0.6035313,0.126315789,0.676470588,0.073832991,0.127413127,0.728571429,0.210526316,0.848797251,2,0.252703117,0,1,0,0,0,0,0,0,0,0,29
892,892,801 2019,-86.96,30.85,florida,Santa Rosa,"Blue Trail, Santa Rosa County, Florida, United States",0.174127398,0.165096966,0.920063391,0,801,0.398630421,0.190662494,0.017936326,0.844265011,0.421717912,0.983568494,0.572094079,0.015968059,0.965627127,0.140637527,0.127701655,0.043485981,0.016100131,0.921348315,0.326315789,0.720588235,0.057999237,0.343629344,0.90952381,0.437246964,0.93814433,6,0.547398799,0,0,0,1,0,0,0,0,0,0,55
893,893,801 2019,-86.91,30.85,florida,Santa Rosa,"Santa Rosa County, Florida, United States",0.188239077,0.05264661,0.935921817,0,801,0.398630421,0.190662494,0.017936326,0.844265011,0.421717912,0.983568494,0.572094079,0.015968059,0.965627127,0.140637527,0.127701655,0.043485981,0.016100131,0.921348315,0.326315789,0.720588235,0.057999237,0.343629344,0.90952381,0.437246964,0.93814433,14,0.477417037,0,0,0,0,0,0,0,1,0,0,55
894,894,801 2019,-86.86,30.85,florida,Santa Rosa,"Charles McCranie Road, Munson, Santa Rosa County, Florida, 32570, United States",0.206352042,0.081695651,0.951473851,0,801,0.398630421,0.190662494,0.017936326,0.844265011,0.421717912,0.983568494,0.572094079,0.015968059,0.965627127,0.140637527,0.127701655,0.043485981,0.016100131,0.921348315,0.326315789,0.720588235,0.057999237,0.343629344,0.90952381,0.437246964,0.93814433,14,0.407471533,0,0,0,0,0,0,0,1,0,0,55
895,895,801 2019,-85.56,30.95,florida,Jackson,"Golden Road, Holmes County, Florida, 32440, United States",0.14819049,0.299395638,0.804796619,0,801,0.398630421,0.190662494,0.047472997,0.83156476,0.404392053,0.993086686,0.591044596,0.019421978,0.965230972,0.220612429,0.667632542,0.118593303,0.021282473,0.566613162,0.126315789,0.632352941,0.078344873,0.1003861,0.70952381,0.182186235,0.855670103,2,0.308702245,0,1,0,0,0,0,0,0,0,0,31
896,896,801 2019,-85.51,30.95,florida,Jackson,"1000, 1st Avenue, Graceville, Jackson County, Florida, 32440, United States",0.145511057,0.35716255,0.864479662,0,801,0.398630421,0.190662494,0.047472997,0.83156476,0.404392053,0.993086686,0.591044596,0.019421978,0.965230972,0.220612429,0.667632542,0.118593303,0.021282473,0.566613162,0.126315789,0.632352941,0.078344873,0.1003861,0.70952381,0.182186235,0.855670103,2,0.357376175,0,1,0,0,0,0,0,0,0,0,31
897,897,801 2019,-85.36,30.75,florida,Jackson,"Jackson County, Florida, United States",0.178485942,0.179337306,0.852731115,0,801,0.398630421,0.190662494,0.066943147,0.85397468,0.436217949,0.97122018,0.641929177,0.027948284,0.964850162,0.240515093,0.180628903,0.137284616,0.043312426,0.645264848,0.273684211,0.617647059,0.114035626,0.227799228,0.733333333,0.315789474,0.862542955,2,0.226024539,0,1,0,0,0,0,0,0,0,0,31
898,898,801 2019,-86.66,30.85,florida,Okaloosa,"Hilton Trail, Okaloosa County, Florida, United States",0.238505234,0.063333578,0.789815108,0,801,0.398630421,0.190662494,0.008262957,0.829542239,0.405867964,0.989439583,0.53241334,0.014182716,0.961482969,0.11915555,0.123135755,0.02331148,0.007458995,0.853932584,0.263157895,0.720588235,0.051456944,0.285714286,0.9,0.376518219,0.927835052,14,0.129234475,0,0,0,0,0,0,0,1,0,0,46
899,899,801 2019,-86.61,30.85,florida,Okaloosa,"Okaloosa County, Florida, United States",0.23841592,0.168529506,0.964141574,0,801,0.398630421,0.190662494,0.008262957,0.829542239,0.405867964,0.989439583,0.53241334,0.014182716,0.961482969,0.11915555,0.123135755,0.02331148,0.007458995,0.853932584,0.263157895,0.720588235,0.051456944,0.285714286,0.9,0.376518219,0.927835052,5,0.062687928,0,0,1,0,0,0,0,0,0,0,46
900,900,801 2019,-85.21,30.75,florida,Jackson,"Jackson County, Florida, United States",0.161176807,0.232790049,0.881616482,0,801,0.398630421,0.190662494,0.08244328,0.860035171,0.443208446,0.970982594,0.704329128,0.036491282,0.966129991,0.291070679,0.193450138,0.184763195,0.052457002,0.621187801,0.221052632,0.588235294,0.107266118,0.189189189,0.7,0.275303644,0.852233677,14,0.28897707,0,0,0,0,0,0,0,1,0,0,31
901,901,801 2019,-85.26,30.95,florida,Jackson,"FL 2, Jackson County, Florida, 32426, United States",0.151048551,0.233121219,0.903549921,0,801,0.398630421,0.190662494,0.073151897,0.856810695,0.428078958,0.990277648,0.717940526,0.028649074,0.975271757,0.293702866,0.691693299,0.187235176,0.036135613,0.556982343,0.094736842,0.544117647,0.080191667,0.069498069,0.671428571,0.149797571,0.872852234,2,0.382601841,0,1,0,0,0,0,0,0,0,0,31
902,902,801 2019,-86.46,30.85,florida,Okaloosa,"Okaloosa County, Florida, United States",0.198742453,0.308896657,0.915087163,0,801,0.398630421,0.190662494,0,0.845773449,0.415982148,0.99361157,0.521420379,0.000450517,0.97242254,0.094333292,0.118399163,0,0,0.841091493,0.242105263,0.735294118,0.048005887,0.274131274,0.90952381,0.36437247,0.927835052,14,0.15671982,0,0,0,0,0,0,0,1,0,0,46
903,903,801 2019,-86.41,30.85,florida,Okaloosa,"Lake Ella Road, Okaloosa County, Florida, United States",0.186238434,0.312951261,0.925515055,0,801,0.398630421,0.190662494,0,0.845773449,0.415982148,0.99361157,0.521420379,0.000450517,0.97242254,0.094333292,0.118399163,0,0,0.841091493,0.242105263,0.735294118,0.048005887,0.274131274,0.90952381,0.36437247,0.927835052,5,0.226024539,0,0,1,0,0,0,0,0,0,0,46
904,904,801 2019,-86.36,30.85,florida,Walton,"Walton County, Florida, United States",0.184452145,0.050198632,0.884004226,0,801,0.398630421,0.190662494,0,0.845773449,0.415982148,0.99361157,0.521420379,0.000450517,0.97242254,0.094333292,0.118399163,0,0,0.841091493,0.242105263,0.735294118,0.048005887,0.274131274,0.90952381,0.36437247,0.927835052,6,0.204097107,0,0,0,1,0,0,0,0,0,0,66
905,905,801 2019,-86.31,30.85,florida,Walton,"Walton County, Florida, United States",0.18534529,0.128193809,0.898658214,0,801,0.398630421,0.190662494,0.005237917,0.850957692,0.421683648,0.992719336,0.527702071,0,0.973748052,0.098381669,0.123297051,0.003801977,0.001391792,0.805778491,0.210526316,0.735294118,0.0481738,0.247104247,0.885714286,0.336032389,0.914089347,6,0.196744242,0,0,0,1,0,0,0,0,0,0,66
906,906,801 2019,-86.26,30.85,florida,Walton,"215, Davidson Road, DeFuniak Springs, Walton County, Florida, 32433, United States",0.185095209,0.029952466,0.867385103,0,801,0.398630421,0.190662494,0.005237917,0.850957692,0.421683648,0.992719336,0.527702071,0,0.973748052,0.098381669,0.123297051,0.003801977,0.001391792,0.805778491,0.210526316,0.735294118,0.0481738,0.247104247,0.885714286,0.336032389,0.914089347,2,0.21350739,0,1,0,0,0,0,0,0,0,0,66
907,907,801 2019,-86.86,30.75,florida,Santa Rosa,"J21A, Santa Rosa County, Florida, United States",0.176092316,0.191863615,0.849804543,0,801,0.398630421,0.190662494,0.069996982,0.753143409,0.342887502,0.975269432,0.523513211,0.056146857,0.921868959,0.281008128,0.172949821,0.175313089,0.048765603,0.886035313,0.410526316,0.75,0.099317534,0.413127413,0.866666667,0.510121457,0.869415808,14,0.421689909,0,0,0,0,0,0,0,1,0,0,55
