,exlid,lookup,id,x,y,presence,gen_spe,genus_full,xy,index,year,tmax,prcp,dtw,location,PHDI_average,palmer_z_average,bioclim1,bioclim2,bioclim3,bioclim4,bioclim5,bioclim6,bioclim7,bioclim8,bioclim9,bioclim10,bioclim11,bioclim12,bioclim13,bioclim14,bioclim15,bioclim16,bioclim17,bioclim18,bioclim19,landcover,ndvi,ambam,ambma,derva,ixoaf,ixosc,rhisa,landcover_1,landcover_2,landcover_5,landcover_6,landcover_7,landcover_14,landcover_15,landcover_16,landcover_18,species,genus
839,867,802 2020,709,-82.22106798,29.73244874,1,Amblyomma americanum,Amblyomma,-82.22106798 29.73244874,146,0.999504955,0.43186395,0.437855026,0.116248299,802,0.410769869,0.541210224,0.253513028,0.878530199,0.62247891,0.695003027,0.607272833,0.153273376,0.84536845,0.202714491,0.394284211,0.101784703,0.258566816,0.406099518,0.494736842,0.352941176,0.489374965,0.494208494,0.323809524,0.5951417,0.487972509,14,0.820802958,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
840,868,802 2020,774,-82.16076821,29.46350534,1,Amblyomma americanum,Amblyomma,-82.16076821 29.46350534,224,0.999504955,0.61132244,0.568397442,0.027402197,802,0.410769869,0.541210224,0.320125608,0.866047382,0.664821098,0.633182091,0.663392688,0.210421372,0.80135141,0.27780965,0.473047739,0.172309283,0.324473731,0.385232745,0.294736842,0.382352941,0.464661538,0.447876448,0.319047619,0.546558704,0.422680412,2,0.891199155,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
842,870,802 2020,742,-82.2174076,29.6024512,1,Amblyomma americanum,Amblyomma,-82.2174076 29.6024512,185,0.999504955,0.560975606,0.550677767,0.068948983,802,0.410769869,0.541210224,0.282261925,0.853981971,0.636116352,0.661042249,0.59146316,0.1910995,0.808527402,0.217959851,0.42974568,0.116102171,0.290160733,0.412520064,0.463157895,0.367647059,0.489851091,0.505791506,0.328571429,0.607287449,0.474226804,6,0.895192816,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
844,872,802 2020,735,-82.30268853,29.64083607,1,Amblyomma americanum,Amblyomma,-82.30268853 29.64083607,178,0.999504955,0.619601696,0.578715228,0.102697292,802,0.410769869,0.541210224,0.282261925,0.853981971,0.636116352,0.661042249,0.59146316,0.1910995,0.808527402,0.217959851,0.42974568,0.116102171,0.290160733,0.412520064,0.463157895,0.367647059,0.489851091,0.505791506,0.328571429,0.607287449,0.474226804,1,0.718552562,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
845,873,802 2020,771,-82.09532823,29.1029949,1,Amblyomma americanum,Amblyomma,-82.09532823 29.1029949,220,0.999504955,0.786865065,0.654528521,0.159470237,802,0.410769869,0.541210224,0.387798938,0.910927435,0.746612394,0.594712489,0.792905458,0.240405272,0.79281922,0.399553828,0.542213944,0.286643642,0.380309316,0.382022472,0.326315789,0.382352941,0.467977968,0.447876448,0.314285714,0.546558704,0.388316151,6,0.898573693,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
846,874,802 2020,761,-82.19346139,29.70853,1,Amblyomma americanum,Amblyomma,-82.19346139 29.70853,207,0.999504955,0.552360705,0.574453534,0.096718666,802,0.410769869,0.541210224,0.253513028,0.878530199,0.62247891,0.695003027,0.607272833,0.153273376,0.84536845,0.202714491,0.394284211,0.101784703,0.258566816,0.406099518,0.494736842,0.352941176,0.489374965,0.494208494,0.323809524,0.5951417,0.487972509,6,0.949920761,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
858,1742,805 2019,703,-81.35217458,27.18166058,1,Ixodes scapularis,Ixodes,-81.35217458 27.18166058,138,0.99900991,0.836652489,0.373705316,0.096420407,805,0.418551567,0.558685446,0.600339498,0.888544141,0.953470112,0.339347642,0.955083987,0.430370158,0.64295663,0.505647618,0.507107368,0.426475966,0.614539153,0.255216693,0.568421053,0.102941176,0.811363777,0.61003861,0.080952381,0.534412955,0.113402062,6,0.743708399,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,3
874,1012,803 2010,433,-81.3649902,28.548481,1,Amblyomma americanum,Amblyomma,-81.3649902 28.548481,2635,0.994554505,0.37860819,0.607425587,0.06433195,803,0.41948537,0.335941576,0.554930403,0.769509741,0.697655712,0.485080921,0.928072069,0.390241453,0.675668632,0.70141369,0.388984879,0.570131154,0.524329647,0.272873194,0.284210526,0.25,0.619759356,0.451737452,0.204761905,0.550607287,0.233676976,1,0.647659799,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
876,1619,805 2012,446,-82.162561,27.350039,1,Amblyomma maculatum,Amblyomma,-82.162561 27.350039,2703,0.995544595,0.749608407,0.568846042,0.084802892,805,0.420107906,0.56390193,0.599673666,0.821082697,0.863913652,0.394410312,0.817509815,0.424863899,0.627964384,0.630873877,0.472798617,0.520750718,0.591906695,0.391653291,0.589473684,0.117647059,0.815220207,0.783783784,0.176190476,0.773279352,0.209621993,2,0.732551506,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
877,1620,805 2012,806,-81.3520801,27.1828408,1,Dermacentor variabilis,Dermacentor,-81.3520801 27.1828408,267,0.995544595,0.732602368,0.497967341,0.094792387,805,0.420107906,0.56390193,0.600339498,0.888544141,0.953470112,0.339347642,0.955083987,0.430370158,0.64295663,0.505647618,0.507107368,0.426475966,0.614539153,0.255216693,0.568421053,0.102941176,0.811363777,0.61003861,0.080952381,0.534412955,0.113402062,6,0.682567353,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2
893,1366,804 2020,708,-82.4931249,27.91464984,1,Amblyomma americanum,Amblyomma,-82.4931249 27.91464984,145,0.999504955,0.487916758,0.437855026,0.06416538,804,0.423739365,0.57198748,0.617878852,0.598955418,0.611785311,0.454607999,0.563928839,0.476715078,0.543715507,0.802818665,0.749218961,0.665364234,0.572261188,0.335473515,0.536842105,0.176470588,0.677550518,0.55984556,0.252380952,0.663967611,0.29209622,1,0.56901215,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
896,1369,804 2020,753,-82.7797,27.87134667,1,Dermacentor variabilis,Dermacentor,-82.7797 27.87134667,198,0.999504955,0.586484669,0.531163695,0.249100868,804,0.423739365,0.57198748,0.62999194,0.500130758,0.491556527,0.472808031,0.470834547,0.50444789,0.504844402,0.843271848,0.759919597,0.731151143,0.57081179,0.359550562,0.642105263,0.132352941,0.658265104,0.594594595,0.338095238,0.611336032,0.333333333,1,0.68461701,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2
898,1371,804 2020,788,-82.1549299,28.12886343,1,Amblyomma maculatum,Amblyomma,-82.1549299 28.12886343,243,0.999504955,0.452897739,0.508285127,0.200134103,804,0.423739365,0.57198748,0.555278599,0.776371573,0.770547128,0.452072632,0.75374713,0.404090419,0.637654349,0.625650283,0.695143006,0.498979,0.53965175,0.359550562,0.505263158,0.191176471,0.67301081,0.61003861,0.247619048,0.71659919,0.298969072,14,0.87056524,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
903,329,802 1950,14,-82.78851318,29.2822876,1,Amblyomma americanum,Amblyomma,-82.78851318 29.2822876,271,0.964851807,0.317073171,0.96765088,0.230028474,802,0.427163312,0.523474178,0.324819342,0.840939109,0.652262896,0.651373552,0.661716827,0.230360589,0.782900373,0.335695506,0.478282469,0.226671983,0.324294455,0.627608347,0.831578947,0.323529412,0.582422937,0.795366795,0.376190476,0.910931174,0.5395189,14,0.68461701,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
904,330,802 1950,15,-82.35772705,29.67468262,1,Amblyomma americanum,Amblyomma,-82.35772705 29.67468262,272,0.964851807,0.318303872,0.70499595,0.18235309,802,0.427163312,0.523474178,0.262441817,0.921621959,0.659136097,0.703761319,0.687576884,0.143896097,0.865617176,0.251266275,0.397332578,0.147381439,0.26075191,0.451043339,0.589473684,0.352941176,0.509854096,0.575289575,0.319047619,0.680161943,0.505154639,1,0.754009509,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
905,331,802 1950,16,-82.3577,29.67476,1,Rhipicephalus sanguineus,Rhipicephalus,-82.3577 29.67476,276,0.964851807,0.381293353,0.44234102,0.182336476,802,0.427163312,0.523474178,0.262441817,0.921621959,0.659136097,0.703761319,0.687576884,0.143896097,0.865617176,0.251266275,0.397332578,0.147381439,0.26075191,0.451043339,0.589473684,0.352941176,0.509854096,0.575289575,0.319047619,0.680161943,0.505154639,1,0.886835711,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,4
906,332,802 1950,17,-82.3577,29.67476,1,Amblyomma americanum,Amblyomma,-82.3577 29.67476,283,0.964851807,0.381293353,0.44234102,0.182336476,802,0.427163312,0.523474178,0.262441817,0.921621959,0.659136097,0.703761319,0.687576884,0.143896097,0.865617176,0.251266275,0.397332578,0.147381439,0.26075191,0.451043339,0.589473684,0.352941176,0.509854096,0.575289575,0.319047619,0.680161943,0.505154639,1,0.886835711,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
908,1320,804 2017,731,-82.4614831,28.1511243,1,Rhipicephalus sanguineus,Rhipicephalus,-82.4614831 28.1511243,173,0.99801982,0.68136048,0.639276142,0.070376737,804,0.437227641,0.535211268,0.575113104,0.639759052,0.631902184,0.472922367,0.574083067,0.44248389,0.576450874,0.713298381,0.713102173,0.581292498,0.539972074,0.36918138,0.536842105,0.220588235,0.625127109,0.544401544,0.3,0.647773279,0.333333333,6,0.68965663,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,4
915,1151,804 1974,65,-81.69767,27.94888,1,Ixodes scapularis,Ixodes,-81.69767 27.94888,970,0.976732887,0.658760345,0.448172812,0.038599765,804,0.442000415,0.393844549,0.594172472,0.807817762,0.81168444,0.419742989,0.90137328,0.419307611,0.645242072,0.680174543,0.444042964,0.550184703,0.57546704,0.32423756,0.505263158,0.220588235,0.697791232,0.586872587,0.2,0.692307692,0.219931271,2,0.84177496,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,3
924,536,802 2010,422,-81.7133,29.1824,1,Amblyomma americanum,Amblyomma,-81.7133 29.1824,2555,0.994554505,0.335421795,0.614827477,0.095284104,802,0.447395725,0.308815858,0.332780529,0.797777304,0.636010839,0.600127433,0.557541707,0.253036226,0.747034598,0.247439411,0.501711342,0.143787493,0.3465722,0.391653291,0.273684211,0.382352941,0.474981249,0.447876448,0.342857143,0.546558704,0.384879725,14,0.850861067,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
925,537,802 2010,420,-81.8552,29.2631,1,Amblyomma americanum,Amblyomma,-81.8552 29.2631,2539,0.994554505,0.325352428,0.587238616,0.008009594,802,0.447395725,0.308815858,0.327487959,0.794630056,0.635648977,0.599965099,0.563090107,0.257424531,0.743834911,0.240940505,0.496379919,0.137684135,0.345893499,0.375601926,0.273684211,0.382352941,0.464470975,0.432432432,0.323809524,0.530364372,0.384879725,14,0.88217644,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
926,538,802 2010,423,-81.71,29.18,1,Amblyomma americanum,Amblyomma,-81.71 29.18,2560,0.994554505,0.335421795,0.629406956,0.089755453,802,0.447395725,0.308815858,0.332780529,0.797777304,0.636010839,0.600127433,0.557541707,0.253036226,0.747034598,0.247439411,0.501711342,0.143787493,0.3465722,0.391653291,0.273684211,0.382352941,0.474981249,0.447876448,0.342857143,0.546558704,0.384879725,14,0.820517697,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
927,539,802 2010,438,-82.58428,29.91691,1,Amblyomma americanum,Amblyomma,-82.58428 29.91691,2640,0.994554505,0.255538153,0.598005,0.346724506,802,0.447395725,0.308815858,0.265370478,0.975707543,0.667432994,0.753237027,0.851851439,0.112694154,0.918014478,0.373678695,0.385064796,0.262343369,0.242161636,0.479935795,0.6,0.308823529,0.482869574,0.583011583,0.347619048,0.688259109,0.5395189,14,0.918309562,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
928,540,802 2010,437,-82.445545,29.741896,1,Amblyomma americanum,Amblyomma,-82.445545 29.741896,2639,0.994554505,0.270530321,0.558864706,0.212469734,802,0.447395725,0.308815858,0.262441817,0.921621959,0.659136097,0.703761319,0.687576884,0.143896097,0.865617176,0.251266275,0.397332578,0.147381439,0.26075191,0.451043339,0.589473684,0.352941176,0.509854096,0.575289575,0.319047619,0.680161943,0.505154639,14,0.994167987,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
929,541,802 2010,417,-82.80037,29.72582,1,Rhipicephalus sanguineus,Rhipicephalus,-82.80037 29.72582,2479,0.994554505,0.23539942,0.445481215,0.092038276,802,0.447395725,0.308815858,0.271498719,0.97023107,0.67789218,0.748021443,0.837925316,0.125491935,0.904301828,0.371491386,0.399975383,0.260289189,0.248457517,0.560192616,0.736842105,0.264705882,0.533206,0.706563707,0.371428571,0.817813765,0.570446735,6,0.917686212,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,4
930,542,802 2010,439,-82.7654,29.96773,1,Amblyomma americanum,Amblyomma,-82.7654 29.96773,2654,0.994554505,0.252181697,0.501107537,0.303315373,802,0.447395725,0.308815858,0.266936623,0.971855516,0.653606282,0.769914176,0.883889347,0.110942148,0.924276455,0.411418129,0.385655087,0.297785837,0.236483534,0.518459069,0.631578947,0.279411765,0.486884807,0.617760618,0.366666667,0.724696356,0.570446735,14,0.966434231,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
932,544,802 2010,421,-81.86,29.26,1,Amblyomma americanum,Amblyomma,-81.86 29.26,2541,0.994554505,0.364511076,0.600247997,0,802,0.447395725,0.308815858,0.327487959,0.794630056,0.635648977,0.599965099,0.563090107,0.257424531,0.743834911,0.240940505,0.496379919,0.137684135,0.345893499,0.375601926,0.273684211,0.382352941,0.464470975,0.432432432,0.323809524,0.530364372,0.384879725,14,0.891304807,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
933,545,802 2010,430,-82.28459,30.33107,1,Ixodes scapularis,Ixodes,-82.28459 30.33107,2629,0.994554505,0.228910272,0.432471834,0.259861738,802,0.447395725,0.308815858,0.197400082,0.906612039,0.561756277,0.791237284,0.834365906,0.104484858,0.922966055,0.262685704,0.326187964,0.158105837,0.189902938,0.470304976,0.526315789,0.279411765,0.452875381,0.501930502,0.333333333,0.603238866,0.52233677,14,0.788283148,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,3
934,546,802 2010,436,-82.97262,29.49385,1,Amblyomma americanum,Amblyomma,-82.97262 29.49385,2638,0.994554505,0.229134035,0.598005,0.047590974,802,0.447395725,0.308815858,0.303948184,0.900534754,0.674148469,0.698581562,0.727153782,0.187028237,0.83199116,0.358493575,0.451532882,0.248082474,0.290076855,0.701444623,0.936842105,0.294117647,0.597466398,0.876447876,0.404761905,0.995951417,0.604810997,14,0.965884839,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
947,1799,806 1946,12,-80.19389,25.77389,1,Rhipicephalus sanguineus,Rhipicephalus,-80.19389 25.77389,232,0.962871628,0.693891247,0.573556335,0.711181856,806,0.451338452,0.552164841,0.90743525,0.285700073,0.634074806,0.053697749,0.265074784,0.819798654,0.186944376,0.88797082,0.739006645,0.817983839,0.917622618,0.704654896,0.968421053,0.191176471,0.686665808,0.722007722,0.2,0.684210526,0.144329897,1,0.508605388,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,4
953,1701,805 2017,549,-81.197166,27.153376,1,Amblyomma maculatum,Amblyomma,-81.197166 27.153376,4039,0.99801982,0.854777348,0.556285259,0.230249394,805,0.462232828,0.59989567,0.616029156,0.877666214,0.957386777,0.323061671,0.935400178,0.441082247,0.630310621,0.521318394,0.531989172,0.448723797,0.631333172,0.260032103,0.547368421,0.102941176,0.79738621,0.606177606,0.076190476,0.522267206,0.096219931,5,0.775900687,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
958,1706,805 2017,610,-81.34377021,27.16055447,1,Dermacentor variabilis,Dermacentor,-81.34377021 27.16055447,10,0.99801982,0.851644657,0.606528388,0.126856899,805,0.462232828,0.59989567,0.609308542,0.902945846,0.98259691,0.32369052,0.959167404,0.433773985,0.640442772,0.500181194,0.526971263,0.42575352,0.627550389,0.300160514,0.631578947,0.102941176,0.818377622,0.675675676,0.085714286,0.578947368,0.10652921,6,0.740507132,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2
961,1709,805 2017,552,-81.19708252,27.15350342,1,Dermacentor variabilis,Dermacentor,-81.19708252 27.15350342,4048,0.99801982,0.854777348,0.658565915,0.230239057,805,0.462232828,0.59989567,0.616029156,0.877666214,0.957386777,0.323061671,0.935400178,0.441082247,0.630310621,0.521318394,0.531989172,0.448723797,0.631333172,0.260032103,0.547368421,0.102941176,0.79738621,0.606177606,0.076190476,0.522267206,0.096219931,5,0.775900687,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2
962,1710,805 2017,551,-81.19708252,27.15350342,1,Amblyomma maculatum,Amblyomma,-81.19708252 27.15350342,4047,0.99801982,0.854777348,0.658565915,0.230239057,805,0.462232828,0.59989567,0.616029156,0.877666214,0.957386777,0.323061671,0.935400178,0.441082247,0.630310621,0.521318394,0.531989172,0.448723797,0.631333172,0.260032103,0.547368421,0.102941176,0.79738621,0.606177606,0.076190476,0.522267206,0.096219931,5,0.775900687,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
963,1711,805 2017,553,-81.197166,27.153376,1,Dermacentor variabilis,Dermacentor,-81.197166 27.153376,4058,0.99801982,0.854777348,0.459836395,0.230249394,805,0.462232828,0.59989567,0.616029156,0.877666214,0.957386777,0.323061671,0.935400178,0.441082247,0.630310621,0.521318394,0.531989172,0.448723797,0.631333172,0.260032103,0.547368421,0.102941176,0.79738621,0.606177606,0.076190476,0.522267206,0.096219931,5,0.775900687,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2
965,1713,805 2017,550,-81.197166,27.153376,1,Ixodes scapularis,Ixodes,-81.197166 27.153376,4042,0.99801982,0.854777348,0.658565915,0.230249394,805,0.462232828,0.59989567,0.616029156,0.877666214,0.957386777,0.323061671,0.935400178,0.441082247,0.630310621,0.521318394,0.531989172,0.448723797,0.631333172,0.260032103,0.547368421,0.102941176,0.79738621,0.606177606,0.076190476,0.522267206,0.096219931,5,0.775900687,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,3
968,730,802 2019,683,-82.21732344,29.72475319,1,Amblyomma americanum,Amblyomma,-82.21732344 29.72475319,103,0.99900991,0.560975606,0.713295038,0.106280857,802,0.46244034,0.336463224,0.253513028,0.878530199,0.62247891,0.695003027,0.607272833,0.153273376,0.84536845,0.202714491,0.394284211,0.101784703,0.258566816,0.406099518,0.494736842,0.352941176,0.489374965,0.494208494,0.323809524,0.5951417,0.487972509,14,0.929709456,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
971,733,802 2019,573,-82.460999,29.715166,1,Amblyomma americanum,Amblyomma,-82.460999 29.715166,4139,0.99900991,0.532333853,0.381331506,0.238546824,802,0.46244034,0.336463224,0.262441817,0.921621959,0.659136097,0.703761319,0.687576884,0.143896097,0.865617176,0.251266275,0.397332578,0.147381439,0.26075191,0.451043339,0.589473684,0.352941176,0.509854096,0.575289575,0.319047619,0.680161943,0.505154639,14,0.982577919,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
972,734,802 2019,574,-83.131896,30.129049,1,Amblyomma americanum,Amblyomma,-83.131896 30.129049,4143,0.99900991,0.461176996,0.381331506,0.125339799,802,0.46244034,0.336463224,0.242409853,0.951711845,0.61193506,0.817081217,0.907130966,0.103817421,0.934164498,0.443813481,0.353135793,0.328209482,0.203772239,0.552166934,0.526315789,0.294117647,0.413853098,0.548262548,0.438095238,0.651821862,0.642611684,14,0.999292129,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
978,740,802 2019,569,-81.845855,29.754778,1,Ixodes scapularis,Ixodes,-81.845855 29.754778,4122,0.99900991,0.50190199,0.567948843,0.049712957,802,0.46244034,0.336463224,0.280541516,0.84459801,0.593735185,0.686248505,0.664857671,0.180520854,0.828867727,0.268273536,0.423920869,0.163353573,0.277290543,0.36918138,0.326315789,0.382352941,0.455054455,0.397683398,0.352380952,0.493927126,0.422680412,14,0.771484416,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,3
979,741,802 2019,582,-81.259864,29.669819,1,Amblyomma americanum,Amblyomma,-81.259864 29.669819,4172,0.99900991,0.396733049,0.662603309,0.055879726,802,0.46244034,0.336463224,0.348598007,0.545560801,0.355791612,0.606988293,0.306881107,0.317796956,0.651422563,0.2802194,0.196520989,0.190655913,0.352012372,0.314606742,0.126315789,0.382352941,0.377383928,0.247104247,0.419047619,0.28340081,0.391752577,6,0.847173798,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
980,742,802 2019,664,-82.18886353,29.59056026,1,Amblyomma americanum,Amblyomma,-82.18886353 29.59056026,77,0.99900991,0.567464754,0.584995619,0.101326769,802,0.46244034,0.336463224,0.282261925,0.853981971,0.636116352,0.661042249,0.59146316,0.1910995,0.808527402,0.217959851,0.42974568,0.116102171,0.290160733,0.412520064,0.463157895,0.367647059,0.489851091,0.505791506,0.328571429,0.607287449,0.474226804,6,0.920623349,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
982,744,802 2019,680,-82.21821201,29.72566531,1,Amblyomma americanum,Amblyomma,-82.21821201 29.72566531,100,0.99900991,0.560975606,0.497518742,0.107342858,802,0.46244034,0.336463224,0.253513028,0.878530199,0.62247891,0.695003027,0.607272833,0.153273376,0.84536845,0.202714491,0.394284211,0.101784703,0.258566816,0.406099518,0.494736842,0.352941176,0.489374965,0.494208494,0.323809524,0.5951417,0.487972509,14,0.872107765,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
985,747,802 2019,572,-82.383652,29.632673,1,Amblyomma americanum,Amblyomma,-82.383652 29.632673,4135,0.99900991,0.565227117,0.381331506,0.126592384,802,0.46244034,0.336463224,0.297758825,0.916302484,0.678138196,0.680160571,0.713333099,0.169358249,0.846114959,0.303381713,0.435174008,0.196324931,0.290923486,0.468699839,0.578947368,0.352941176,0.510982519,0.590733591,0.328571429,0.696356275,0.512027491,14,0.70375066,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
987,749,802 2019,590,-81.258422,29.675403,1,Amblyomma americanum,Amblyomma,-81.258422 29.675403,4201,0.99900991,0.39136272,0.568397442,0.054387739,802,0.46244034,0.336463224,0.348598007,0.545560801,0.355791612,0.606988293,0.306881107,0.317796956,0.651422563,0.2802194,0.196520989,0.190655913,0.352012372,0.314606742,0.126315789,0.382352941,0.377383928,0.247104247,0.419047619,0.28340081,0.391752577,14,0.868409931,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
991,753,802 2019,689,-81.63970915,30.33196433,1,Amblyomma americanum,Amblyomma,-81.63970915 30.33196433,114,0.99900991,0.408592525,0.558976855,0.238194131,802,0.46244034,0.336463224,0.336352692,0.525020934,0.236478722,0.737986938,0.492941884,0.27519461,0.717400346,0.477990199,0.118528263,0.42849185,0.289108204,0.370786517,0.263157895,0.397058824,0.367099522,0.305019305,0.466666667,0.271255061,0.422680412,1,0.585367142,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
992,754,802 2019,694,-82.280853,29.659731,1,Amblyomma americanum,Amblyomma,-82.280853 29.659731,122,0.99900991,0.561423134,0.373705316,0.07257627,802,0.46244034,0.336463224,0.282261925,0.853981971,0.636116352,0.661042249,0.59146316,0.1910995,0.808527402,0.217959851,0.42974568,0.116102171,0.290160733,0.412520064,0.463157895,0.367647059,0.489851091,0.505791506,0.328571429,0.607287449,0.474226804,14,0.862810354,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
993,755,802 2019,679,-82.21732588,29.72477021,1,Amblyomma americanum,Amblyomma,-82.21732588 29.72477021,99,0.99900991,0.560975606,0.49931314,0.106303808,802,0.46244034,0.336463224,0.253513028,0.878530199,0.62247891,0.695003027,0.607272833,0.153273376,0.84536845,0.202714491,0.394284211,0.101784703,0.258566816,0.406099518,0.494736842,0.352941176,0.489374965,0.494208494,0.323809524,0.5951417,0.487972509,14,0.929709456,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
995,757,802 2019,667,-83.1318964,30.1290489,1,Amblyomma americanum,Amblyomma,-83.1318964 30.1290489,81,0.99900991,0.461176996,0.741556798,0.125339608,802,0.46244034,0.336463224,0.242409853,0.951711845,0.61193506,0.817081217,0.907130966,0.103817421,0.934164498,0.443813481,0.353135793,0.328209482,0.203772239,0.552166934,0.526315789,0.294117647,0.413853098,0.548262548,0.438095238,0.651821862,0.642611684,14,0.999292129,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
997,759,802 2019,579,-82.188864,29.59056,1,Amblyomma americanum,Amblyomma,-82.188864 29.59056,4160,0.99900991,0.567464754,0.640173341,0.101326694,802,0.46244034,0.336463224,0.282261925,0.853981971,0.636116352,0.661042249,0.59146316,0.1910995,0.808527402,0.217959851,0.42974568,0.116102171,0.290160733,0.412520064,0.463157895,0.367647059,0.489851091,0.505791506,0.328571429,0.607287449,0.474226804,6,0.920623349,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
999,761,802 2019,581,-81.116598,29.256131,1,Amblyomma americanum,Amblyomma,-81.116598 29.256131,4168,0.99900991,0.441262026,0.662603309,0.168872847,802,0.46244034,0.336463224,0.413652083,0.609273412,0.503590609,0.516903507,0.287432143,0.344345459,0.624349943,0.302433568,0.281290681,0.195434494,0.424325231,0.35152488,0.189473684,0.352941176,0.433125468,0.32046332,0.380952381,0.412955466,0.326460481,6,0.624807184,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1000,762,802 2019,659,-82.21932546,29.73046081,1,Amblyomma americanum,Amblyomma,-82.21932546 29.73046081,71,0.99900991,0.555157751,0.564360048,0.113773734,802,0.46244034,0.336463224,0.253513028,0.878530199,0.62247891,0.695003027,0.607272833,0.153273376,0.84536845,0.202714491,0.394284211,0.101784703,0.258566816,0.406099518,0.494736842,0.352941176,0.489374965,0.494208494,0.323809524,0.5951417,0.487972509,14,0.86657158,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1002,764,802 2019,647,-81.845855,29.75477833,1,Ixodes scapularis,Ixodes,-81.845855 29.75477833,57,0.99900991,0.50190199,0.572883436,0.049712497,802,0.46244034,0.336463224,0.280541516,0.84459801,0.593735185,0.686248505,0.664857671,0.180520854,0.828867727,0.268273536,0.423920869,0.163353573,0.277290543,0.36918138,0.326315789,0.382352941,0.455054455,0.397683398,0.352380952,0.493927126,0.422680412,14,0.771484416,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,3
1005,767,802 2019,672,-82.30806635,29.62067015,1,Amblyomma americanum,Amblyomma,-82.30806635 29.62067015,89,0.99900991,0.564108299,0.578715228,0.116897398,802,0.46244034,0.336463224,0.282261925,0.853981971,0.636116352,0.661042249,0.59146316,0.1910995,0.808527402,0.217959851,0.42974568,0.116102171,0.290160733,0.412520064,0.463157895,0.367647059,0.489851091,0.505791506,0.328571429,0.607287449,0.474226804,2,0.888050713,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
